vehID,depart,from,to,arrival,arrival_speed,type
r_and_alt_1_2_car_aggr4.0,10210.54,lane_entry_D,lane_exit_C,10400.67,15.94,car_aggr4
r_tun_axs_KS_____3_car_aggr2.0,13874.57,lane_entry_D,lane_exit_C,14103.07,14.24,car_aggr2
r_tun_axs_KS_____3_car_aggr3.0,14375.13,lane_entry_D,lane_exit_C,14614.4,13.21,car_aggr3
r_tun_axs_KS_____3_car_aggr3.1,15026.78,lane_entry_D,lane_exit_C,15227.3,15.66,car_aggr3
r_tun_axs_KS_____3_car_aggr3.2,15282.51,lane_entry_D,lane_exit_C,15478.06,16.37,car_aggr3
r_and_alt_1_4_car_aggr3.0,17836.56,lane_entry_D,lane_exit_C,18029.79,16.76,car_aggr3
r_and_alt_1_4_car_aggr4.0,19480.24,lane_entry_D,lane_exit_C,19687.01,14.64,car_aggr4
r_and_alt_1_6_car_aggr2.0,23441.7,lane_entry_D,lane_exit_C,23669.84,16.09,car_aggr2
r_and_alt_1_6_car_aggr3.0,23809.7,lane_entry_D,lane_exit_C,24068.35,14.7,car_aggr3
r_and_alt_1_6_car_aggr3.1,23958.83,lane_entry_D,lane_exit_C,24197.24,13.19,car_aggr3
r_and_alt_1_6_car_aggr3.2,24939.53,lane_entry_D,lane_exit_C,25197.86,13.15,car_aggr3
r_and_alt_1_6_small_truck.0,25723.09,lane_entry_D,lane_exit_C,25986.27,12.33,small_truck
r_and_alt_1_6_car_aggr4.0,25726.89,lane_entry_D,lane_exit_C,25990.02,11.62,car_aggr4
r_and_alt_1_6_car_aggr2.1,25959.2,lane_entry_D,lane_exit_C,26192.26,13.42,car_aggr2
r_and_alt_1_6_car_aggr5.0,26008.7,lane_entry_D,lane_exit_C,26228.6,16.3,car_aggr5
r_and_alt_1_7_car_aggr3.0,27370.85,lane_entry_D,lane_exit_C,27617.65,12.96,car_aggr3
r_and_alt_1_7_car_aggr2.0,27376.47,lane_entry_D,lane_exit_C,27624.37,13.41,car_aggr2
r_and_alt_1_7_car_aggr5.0,27379.64,lane_entry_D,lane_exit_C,27627.58,13.12,car_aggr5
r_and_alt_1_7_big_truck.0,27912.22,lane_entry_D,lane_exit_C,28180.45,11.6,big_truck
r_and_alt_1_7_car_aggr1.0,27918.44,lane_entry_D,lane_exit_C,28186.4,11.23,car_aggr1
r_and_alt_1_7_big_truck.1,28109.46,lane_entry_D,lane_exit_C,28367.61,11.97,big_truck
r_and_alt_1_7_car_aggr1.1,28487.09,lane_entry_D,lane_exit_C,28783.36,10.97,car_aggr1
r_and_alt_1_7_car_aggr5.1,28490.33,lane_entry_D,lane_exit_C,28786.75,10.63,car_aggr5
