vehID,depart,from,to,arrival,arrival_speed,type
r_got_kla_A______1_car_aggr3.0,5436.6,lane_entry_D,lane_exit_C,5724.24,9.18,car_aggr3
r_tun_kla_A______1_car_aggr3.0,5611.66,lane_entry_D,lane_exit_C,5893.35,10.19,car_aggr3
r_tun_kla_A______1_car_aggr5.0,5622.75,lane_entry_D,lane_exit_C,5923.89,9.18,car_aggr5
r_tun_kla_A______1_car_aggr5.1,5627.22,lane_entry_D,lane_exit_C,5927.47,8.72,car_aggr5
r_tun_kla_A______1_car_aggr5.2,5902.88,lane_entry_D,lane_exit_C,6156.66,10.99,car_aggr5
r_tun_kla_A______1_car_aggr2.0,6056.34,lane_entry_D,lane_exit_C,6369.0,8.84,car_aggr2
r_tun_kla_A______1_car_aggr3.1,6092.82,lane_entry_D,lane_exit_C,6424.39,8.08,car_aggr3
r_tun_kla_A______1_motorbike.0,6150.27,lane_entry_D,lane_exit_C,6465.9,9.13,motorbike
r_tun_kla_A______1_car_aggr3.2,6255.78,lane_entry_D,lane_exit_C,6575.25,9.02,car_aggr3
r_tun_kla_A______1_car_aggr5.3,6356.7,lane_entry_D,lane_exit_C,6637.77,10.07,car_aggr5
r_tun_kla_A______1_small_truck.0,6442.09,lane_entry_D,lane_exit_C,6759.19,8.4,small_truck
r_tun_kla_A______1_car_aggr3.3,6518.0,lane_entry_D,lane_exit_C,6789.59,9.62,car_aggr3
r_tun_kla_A______1_car_aggr1.0,6574.5,lane_entry_D,lane_exit_C,6876.07,8.85,car_aggr1
r_tun_kla_A______1_car_aggr3.4,6618.75,lane_entry_D,lane_exit_C,6892.93,9.42,car_aggr3
r_tun_kla_A______1_car_aggr3.5,7086.22,lane_entry_D,lane_exit_C,7373.58,9.15,car_aggr3
r_tun_kla_A______1_car_aggr2.1,7596.97,lane_entry_D,lane_exit_C,7934.17,7.92,car_aggr2
r_tun_kla_A______1_car_aggr2.2,7697.11,lane_entry_D,lane_exit_C,8051.6,7.35,car_aggr2
r_tun_kla_A______1_car_aggr1.1,7785.44,lane_entry_D,lane_exit_C,8094.65,8.36,car_aggr1
r_tun_kla_A______1_car_aggr4.0,7796.6,lane_entry_D,lane_exit_C,8118.52,7.85,car_aggr4
r_tun_kla_A______1_car_aggr3.6,7864.54,lane_entry_D,lane_exit_C,8204.82,8.24,car_aggr3
r_tun_kla_A______1_car_aggr5.4,7867.66,lane_entry_D,lane_exit_C,8208.65,7.71,car_aggr5
r_tun_kla_A______1_motorbike.1,8367.38,lane_entry_D,lane_exit_C,8662.16,8.61,motorbike
r_tun_kla_A______1_motorbike.2,8387.43,lane_entry_D,lane_exit_C,8696.7,9.45,motorbike
r_tun_kla_A______1_car_aggr2.3,8398.52,lane_entry_D,lane_exit_C,8703.02,8.27,car_aggr2
r_tun_kla_A______1_car_aggr5.5,8485.77,lane_entry_D,lane_exit_C,8741.83,10.87,car_aggr5
r_tun_kla_A______1_car_aggr4.1,9014.03,lane_entry_D,lane_exit_C,9307.11,9.02,car_aggr4
r_tun_kla_A______2_car_aggr4.0,9043.88,lane_entry_D,lane_exit_C,9337.75,9.62,car_aggr4
r_sus_kla_A______2_car_aggr5.0,9318.4,lane_entry_D,lane_exit_C,9573.15,10.73,car_aggr5
r_tun_kla_A______2_small_truck.0,9539.86,lane_entry_D,lane_exit_C,9853.8,8.69,small_truck
r_tun_kla_A______2_small_truck.1,9722.25,lane_entry_D,lane_exit_C,10015.6,9.01,small_truck
r_sus_kla_A______2_car_aggr1.0,9942.9,lane_entry_D,lane_exit_C,10242.24,9.16,car_aggr1
r_tun_kla_A______2_car_aggr5.0,10447.01,lane_entry_D,lane_exit_C,10763.08,7.76,car_aggr5
r_tun_kla_A______2_car_aggr1.0,10495.61,lane_entry_D,lane_exit_C,10812.74,8.95,car_aggr1
r_tun_kla_A______2_motorbike.0,10622.59,lane_entry_D,lane_exit_C,10967.44,7.86,motorbike
r_tun_kla_A______2_car_aggr4.1,10626.33,lane_entry_D,lane_exit_C,10972.01,7.35,car_aggr4
r_tun_kla_A______2_big_truck.0,11730.06,lane_entry_D,lane_exit_C,12046.16,8.42,big_truck
r_tun_kla_A______2_car_aggr1.1,12126.11,lane_entry_D,lane_exit_C,12467.14,7.75,car_aggr1
r_got_kla_A______3_car_aggr3.0,12555.86,lane_entry_D,lane_exit_C,12857.23,9.32,car_aggr3
r_tun_kla_A______3_car_aggr4.0,13278.35,lane_entry_D,lane_exit_C,13523.76,11.09,car_aggr4
r_got_kla_A______3_motorbike.0,13481.07,lane_entry_D,lane_exit_C,13777.32,8.3,motorbike
r_tun_kla_A______3_motorbike.0,13898.61,lane_entry_D,lane_exit_C,14186.53,9.85,motorbike
r_got_kla_A______3_car_aggr2.0,14157.17,lane_entry_D,lane_exit_C,14515.76,7.58,car_aggr2
r_tun_kla_A______3_car_aggr1.0,14482.61,lane_entry_D,lane_exit_C,14753.55,10.09,car_aggr1
r_tun_kla_A______3_small_truck.0,14684.55,lane_entry_D,lane_exit_C,14982.44,8.97,small_truck
r_tun_kla_A______3_car_aggr2.0,14775.57,lane_entry_D,lane_exit_C,15144.65,7.81,car_aggr2
r_tun_kla_A______3_car_aggr4.1,14906.17,lane_entry_D,lane_exit_C,15181.92,10.47,car_aggr4
r_tun_kla_A______3_car_aggr1.1,15073.15,lane_entry_D,lane_exit_C,15443.93,7.59,car_aggr1
r_got_kla_A______3_motorbike.1,15222.08,lane_entry_D,lane_exit_C,15606.86,5.94,motorbike
r_tun_kla_A______3_motorbike.1,15280.06,lane_entry_D,lane_exit_C,15610.92,7.88,motorbike
r_tun_kla_A______3_car_aggr4.2,15775.21,lane_entry_D,lane_exit_C,16016.71,11.63,car_aggr4
r_got_kla_A______3_car_aggr5.0,15781.68,lane_entry_D,lane_exit_C,16020.12,10.93,car_aggr5
r_got_kla_A______3_car_aggr1.0,15858.49,lane_entry_D,lane_exit_C,16178.18,8.09,car_aggr1
r_tun_kla_A______4_car_aggr3.0,16900.3,lane_entry_D,lane_exit_C,17231.31,7.8,car_aggr3
r_tun_kla_A______4_small_truck.0,17326.7,lane_entry_D,lane_exit_C,17630.98,8.57,small_truck
r_sus_kla_A______5_car_aggr1.0,20307.5,lane_entry_D,lane_exit_C,20577.91,10.82,car_aggr1
r_tun_kla_A______5_car_aggr3.0,21587.25,lane_entry_D,lane_exit_C,21853.13,10.19,car_aggr3
r_sus_kla_A______5_car_aggr3.0,21765.1,lane_entry_D,lane_exit_C,22101.77,8.78,car_aggr3
r_oba_kla_A______5_car_aggr2.0,21884.0,lane_entry_D,lane_exit_C,22175.1,9.1,car_aggr2
r_tun_kla_A______5_car_aggr5.0,22026.52,lane_entry_D,lane_exit_C,22440.6,6.57,car_aggr5
r_tun_kla_A______5_motorbike.0,22048.74,lane_entry_D,lane_exit_C,22444.89,5.5,motorbike
r_tun_kla_A______5_car_aggr5.1,23267.5,lane_entry_D,lane_exit_C,23652.63,6.44,car_aggr5
r_tun_kla_A______5_car_aggr2.0,23276.71,lane_entry_D,lane_exit_C,23659.44,6.63,car_aggr2
r_tun_kla_A______6_car_aggr5.0,23555.23,lane_entry_D,lane_exit_C,23817.55,9.76,car_aggr5
r_tun_kla_A______6_car_aggr2.0,23926.88,lane_entry_D,lane_exit_C,24236.24,9.04,car_aggr2
r_sus_kla_A______6_car_aggr1.0,23982.67,lane_entry_D,lane_exit_C,24282.38,9.39,car_aggr1
r_sus_kla_A______6_car_aggr5.0,24739.25,lane_entry_D,lane_exit_C,25012.91,10.44,car_aggr5
r_tun_kla_A______6_car_aggr1.0,24850.17,lane_entry_D,lane_exit_C,25205.38,7.91,car_aggr1
r_oba_kla_A______6_motorbike.0,24853.96,lane_entry_D,lane_exit_C,25209.44,7.19,motorbike
r_tun_kla_A______6_car_aggr5.1,25270.41,lane_entry_D,lane_exit_C,25614.15,9.85,car_aggr5
r_oba_kla_A______6_car_aggr4.0,25378.29,lane_entry_D,lane_exit_C,25651.61,10.24,car_aggr4
r_sus_kla_A______6_car_aggr5.1,26327.21,lane_entry_D,lane_exit_C,26630.49,11.75,car_aggr5
r_tun_kla_A______7_car_aggr4.0,27015.56,lane_entry_D,lane_exit_C,27359.62,8.21,car_aggr4
r_tun_kla_A______7_car_aggr4.1,27562.24,lane_entry_D,lane_exit_C,27895.82,7.41,car_aggr4
r_oba_kla_A______6_car_aggr1.0,27704.58,lane_entry_D,lane_exit_C,28024.82,8.36,car_aggr1
r_sus_kla_A______7_car_aggr2.0,28007.48,lane_entry_D,lane_exit_C,28368.48,6.95,car_aggr2
r_oba_kla_A______7_car_aggr4.0,28108.58,lane_entry_D,lane_exit_C,28405.31,9.1,car_aggr4
r_tun_kla_A______7_car_aggr1.0,28131.05,lane_entry_D,lane_exit_C,28444.04,8.45,car_aggr1
r_tun_kla_A______7_car_aggr2.0,28136.26,lane_entry_D,lane_exit_C,28449.82,9.31,car_aggr2
r_tun_kla_A______7_car_aggr1.1,28277.74,lane_entry_D,lane_exit_C,28624.43,7.97,car_aggr1
r_oba_kla_A______7_car_aggr4.1,28575.13,lane_entry_D,lane_exit_C,28844.28,10.98,car_aggr4
r_sus_kla_A______7_car_aggr1.0,28776.39,lane_entry_D,lane_exit_C,29072.42,9.05,car_aggr1
r_oba_kla_A______7_car_aggr4.2,28779.98,lane_entry_D,lane_exit_C,29076.5,8.48,car_aggr4
r_tun_kla_A______7_car_aggr5.0,28844.65,lane_entry_D,lane_exit_C,29196.16,7.02,car_aggr5
r_tun_kla_A______7_car_aggr5.1,28855.28,lane_entry_D,lane_exit_C,29200.04,7.84,car_aggr5
r_sus_kla_A______7_car_aggr2.1,29012.06,lane_entry_D,lane_exit_C,29377.82,7.61,car_aggr2
r_sus_kla_A______7_car_aggr3.0,29047.79,lane_entry_D,lane_exit_C,29382.81,6.78,car_aggr3
r_oba_kla_A______7_motorbike.0,29080.71,lane_entry_D,lane_exit_C,29387.05,6.71,motorbike
r_oba_kla_A______7_car_aggr3.0,29294.97,lane_entry_D,lane_exit_C,29617.38,9.44,car_aggr3
r_oba_kla_A______7_motorbike.1,29324.51,lane_entry_D,lane_exit_C,29659.07,7.74,motorbike
r_tun_kla_A______7_car_aggr3.0,29691.57,lane_entry_D,lane_exit_C,30065.61,7.46,car_aggr3
r_sus_kla_A______7_car_aggr1.1,29725.14,lane_entry_D,lane_exit_C,30072.43,7.71,car_aggr1
r_oba_kla_A______7_car_aggr4.3,30070.76,lane_entry_D,lane_exit_C,30394.91,8.88,car_aggr4
r_sus_kla_A______7_car_aggr3.1,30123.28,lane_entry_D,lane_exit_C,30407.22,9.5,car_aggr3
r_sus_kla_A______7_car_aggr1.2,30158.79,lane_entry_D,lane_exit_C,30487.87,8.67,car_aggr1
r_tun_kla_A______7_small_truck.0,30383.07,lane_entry_D,lane_exit_C,30675.97,9.54,small_truck
r_sus_kla_A______7_car_aggr1.3,30407.94,lane_entry_D,lane_exit_C,30727.13,9.15,car_aggr1
