lat,lon,sumo_x,sumo_y,sumo_bbox_polygon,sumo_polygon
46.72660280371758,8.618180770575455,15540.687117961876,25469.951043084264,"[(15534.59829596174, 25461.901497119106), (15534.703832813771, 25483.647856540047), (15548.954714887426, 25483.57871262636), (15548.849229575659, 25461.83235317748)]","[(15539.059330282093, 25483.62672050018), (15548.944096268737, 25481.38963093236), (15544.493716351222, 25461.85348205827), (15534.608919737628, 25464.090578743257), (15539.059330282093, 25483.62672050018)]"
46.7284612184435,8.622028660136984,15835.70554916159,25675.040342094377,"[(15822.690052354243, 25662.732778747566), (15822.811054243299, 25687.912782588974), (15847.10167397355, 25687.79610346351), (15846.98077381251, 25662.616099568084)]","[(15822.725722766714, 25670.15565709304), (15838.795947749808, 25687.835988682695), (15847.06598010112, 25680.36211280059), (15830.995813350368, 25662.692871429026), (15822.725722766714, 25670.15565709304)]"
46.729103043281874,8.624332355866631,16012.070939448604,25745.517596023157,"[(16007.040801727213, 25739.525022463873), (16007.089510278194, 25749.72592557594), (16018.718934091914, 25749.670407150872), (16018.670245272107, 25739.469504027627)]","[(16009.977764023119, 25749.712135063484), (16018.699044859211, 25745.503371540457), (16015.781986624352, 25739.483290343545), (16007.060699002119, 25743.692058027722), (16009.977764023119, 25749.712135063484)]"
46.72883532143732,8.622390119281173,15863.524052565917,25716.47841844987,"[(15854.319398057181, 25706.24129026197), (15854.410984806193, 25725.320756049827), (15873.612603622314, 25725.22861346416), (15873.521077806712, 25706.149147643708)]","[(15854.360043978784, 25714.708705990575), (15862.747222815757, 25725.28074550908), (15873.571931372688, 25716.750085483305), (15865.192454274336, 25706.189106469043), (15854.360043978784, 25714.708705990575)]"
46.72910698440366,8.623953020016053,15983.088403959002,25746.09398242552,"[(15975.501276103256, 25733.71948508639), (15975.620525281061, 25758.666138110682), (15990.96339572646, 25758.592816063203), (15990.84421020979, 25733.646163005382)]","[(15990.949857928266, 25755.759231814183), (15985.89039832895, 25745.93786517158), (15987.9865984926, 25744.872175836936), (15986.783469433256, 25742.544331427664), (15987.240807946364, 25742.30878682714), (15982.798338885477, 25733.684608398005), (15975.51891114295, 25737.408700528555), (15979.830271398823, 25745.77791630663), (15978.976616387605, 25746.22649032343), (15985.362636741658, 25758.6195769934), (15990.949857928266, 25755.759231814183)]"
46.728241647029,8.621513594688167,15796.232152057171,25650.830530262552,"[(15790.118962241104, 25644.342873673886), (15790.185197607556, 25658.110756938346), (15804.007767564093, 25658.044274304062), (15803.941563849454, 25644.276391020976)]","[(15790.137298571819, 25648.154321554117), (15800.098131780745, 25644.29487361107), (15803.98938653525, 25654.221714265645), (15794.028620871832, 25658.09226797521), (15790.137298571819, 25648.154321554117)]"
46.731512981044574,8.6235741063616,15955.41502499138,26013.58909848053,"[(15948.529287040466, 26007.00118670892), (15948.568262147717, 26015.146355632693), (15960.013799949666, 26015.09159893077), (15959.974840349401, 26006.946429997683)]","[(15948.544228378858, 26010.1236866517), (15953.175489545858, 26007.13452912029), (15954.553355978627, 26009.261509099975), (15958.118185172323, 26006.95531094726), (15959.988659574592, 26009.83557585627), (15951.800213074486, 26015.130891419947), (15948.544228378858, 26010.1236866517)]"
46.72920988903786,8.624439372498482,16020.304626469791,25757.351365652867,"[(16012.98105540144, 25749.78669553809), (16013.051344843057, 25764.51022157166), (16029.861245879147, 25764.429995283484), (16029.790997603035, 25749.70646922849)]","[(16017.437200838234, 25764.489285273477), (16029.826148230582, 25757.07378826104), (16025.41277174541, 25749.727360009216), (16013.016173578624, 25757.142902465537), (16017.437200838234, 25764.489285273477)]"
46.72899532133244,8.622576798865218,15877.873378005286,25734.18932509236,"[(15868.48711279151, 25723.986395174637), (15868.577322213037, 25742.788059153594), (15887.41212221235, 25742.697720123455), (15887.321971690282, 25723.896056111902)]","[(15868.528218826279, 25732.553820004687), (15877.402553040534, 25742.74572256673), (15887.37104295363, 25734.13029514253), (15878.504354173609, 25723.93834137544), (15868.528218826279, 25732.553820004687)]"
46.73343157461197,8.62594530384155,16137.601008943922,26225.921179878525,"[(16132.052112975973, 26219.14962171018), (16132.119162372139, 26233.250880981795), (16147.063526092505, 26233.179841252044), (16146.996511751844, 26219.07858196087)]","[(16132.094540591643, 26228.072640740313), (16142.632170795172, 26233.200902326964), (16147.02112062648, 26224.256822138093), (16136.48347866413, 26219.128552880138), (16132.094540591643, 26228.072640740313)]"
