lat,lon,bounding_box,polygon
46.776555288558036,8.669781680192823,"['46.7764712', '46.7766171', '8.6695585', '8.6700040']","POLYGON((8.6695585 46.7765832, 8.669985 46.7766171, 8.670004 46.7765051, 8.6695775 46.7764712, 8.6695585 46.7765832))"
46.79338883242054,8.669681612057497,"['46.7933270', '46.7934283', '8.6696087', '8.6697575']","POLYGON((8.6696087 46.7933976, 8.6697133 46.7934283, 8.6697575 46.7933577, 8.6696529 46.793327, 8.6696087 46.7933976))"
46.79293156855161,8.668701828114525,"['46.7928520', '46.7930137', '8.6685402', '8.6687764']","POLYGON((8.6687764 46.7929314, 8.6686577 46.792852, 8.6685402 46.7929343, 8.6686588 46.7930137, 8.6687764 46.7929314))"
46.80234035726052,8.666335659006759,"['46.8022641', '46.8024122', '8.6661891', '8.6664856']","POLYGON((8.6661891 46.8023132, 8.6662296 46.8024122, 8.6664856 46.8023631, 8.6664451 46.8022641, 8.6661891 46.8023132))"
46.79994001022451,8.66617615711923,"['46.7998655', '46.7999968', '8.6660784', '8.6662687']","POLYGON((8.6660784 46.7999495, 8.6661976 46.7999968, 8.6662687 46.7999128, 8.6661496 46.7998655, 8.6660784 46.7999495))"
46.79276797918011,8.66885528320377,"['46.7926879', '46.7928009', '8.6687633', '8.6689458']","POLYGON((8.6687633 46.7927848, 8.6689253 46.7928009, 8.6689458 46.792704, 8.6687838 46.7926879, 8.6687633 46.7927848))"
46.77576932429818,8.668414945559338,"['46.7756739', '46.7758011', '8.6682555', '8.6685446']","POLYGON((8.6684122 46.7757288, 8.6684151 46.7756779, 8.6682622 46.7756739, 8.6682591 46.77573, 8.6682555 46.7757936, 8.6685408 46.7758011, 8.6685446 46.7757322, 8.6684122 46.7757288))"
46.79818019498019,8.667524709144516,"['46.7980068', '46.7983410', '8.6673705', '8.6676800']","POLYGON((8.6673705 46.798304, 8.6675445 46.798341, 8.66768 46.7980443, 8.667506 46.7980068, 8.6673705 46.798304))"
46.790677668119336,8.668309816095482,"['46.7905836', '46.7907565', '8.6681593', '8.6684131']","POLYGON((8.6681593 46.7906783, 8.6683037 46.7907565, 8.6684131 46.7906618, 8.6682687 46.7905836, 8.6681593 46.7906783))"
46.79787117767993,8.67282330702817,"['46.7978120', '46.7979027', '8.6727553', '8.6728994']","POLYGON((8.6727553 46.7978736, 8.6728643 46.7979027, 8.6728994 46.797841, 8.6727904 46.797812, 8.6727553 46.7978736))"
46.78976423650603,8.670424009707872,"['46.7897053', '46.7897945', '8.6703584', '8.6704933']","POLYGON((8.6703584 46.7897053, 8.6703584 46.7897945, 8.6704933 46.7897945, 8.6704933 46.7897053, 8.6703584 46.7897053))"
46.7920420951437,8.671930061899122,"['46.7919408', '46.7920759', '8.6718456', '8.6719907']","POLYGON((8.6718807 46.7920759, 8.6719907 46.7920609, 8.6719556 46.7919408, 8.6718456 46.7919558, 8.6718807 46.7920759))"
46.80305292501255,8.672011795789969,"['46.8029889', '46.8031004', '8.6719341', '8.6720981']","POLYGON((8.6719341 46.8030397, 8.6720039 46.8031004, 8.6720981 46.8030496, 8.6720282 46.8029889, 8.6719341 46.8030397))"
46.78787903839365,8.67338034639608,"['46.7877717', '46.7879491', '8.6732480', '8.6735093']","POLYGON((8.673248 46.7878723, 8.673403 46.7879491, 8.6735093 46.7878484, 8.6733544 46.7877717, 8.673248 46.7878723))"
46.78104100066162,8.6709449417356,"['46.7809774', '46.7811159', '8.6708471', '8.6710441']","POLYGON((8.6708471 46.7810778, 8.6709851 46.7811159, 8.6710441 46.7810154, 8.6709062 46.7809774, 8.6708471 46.7810778))"
46.80349975423939,8.674786491894665,"['46.8034586', '46.8035495', '8.6746991', '8.6748430']","POLYGON((8.6747329 46.8035495, 8.674843 46.803522, 8.6748092 46.8034586, 8.6746991 46.803486, 8.6747329 46.8035495))"
46.79425873736355,8.669937276592579,"['46.7941983', '46.7943116', '8.6698622', '8.6700187']","POLYGON((8.6698622 46.7942958, 8.669994 46.7943116, 8.6700187 46.7942141, 8.6698869 46.7941983, 8.6698622 46.7942958))"
46.79911963451936,8.66884310112616,"['46.7989818', '46.7992225', '8.6686768', '8.6689978']","POLYGON((8.6689978 46.7990097, 8.6688617 46.7989818, 8.6688115 46.7990966, 8.6687196 46.7990778, 8.6686768 46.7991758, 8.6689048 46.7992225, 8.6689978 46.7990097))"
46.801831987982794,8.668433386667816,"['46.8017635', '46.8018750', '8.6683477', '8.6685107']","POLYGON((8.6683477 46.8018217, 8.6684256 46.801875, 8.6685107 46.8018168, 8.6684328 46.8017635, 8.6683477 46.8018217))"
46.768814954436046,8.672590185305971,"['46.7687793', '46.7688617', '8.6725207', '8.6726399']","POLYGON((8.6725207 46.7688474, 8.6725417 46.7687793, 8.6726399 46.7687935, 8.6726188 46.7688617, 8.6725207 46.7688474))"
46.798312051456996,8.670318115316917,"['46.7982308', '46.7983969', '8.6701966', '8.6704328']","POLYGON((8.6701966 46.7983494, 8.6703586 46.7983969, 8.6704328 46.7982784, 8.6702708 46.7982308, 8.6701966 46.7983494))"
46.78203026672179,8.672643914097796,"['46.7819779', '46.7820860', '8.6725552', '8.6727288']","POLYGON((8.6726793 46.782086, 8.6727288 46.7820258, 8.6726047 46.7819779, 8.6725552 46.7820381, 8.6726793 46.782086))"
