lat,lon,bounding_box,polygon
46.86642585015586,8.648240252394352,"['46.8663310', '46.8664995', '8.6481231', '8.6483884']","POLYGON((8.6481231 46.8664065, 8.6482222 46.866331, 8.6483884 46.8664332, 8.6483246 46.8664817, 8.6483097 46.8664726, 8.6482744 46.8664995, 8.6481231 46.8664065))"
46.86106214796031,8.650965805223043,"['46.8609593', '46.8611224', '8.6508485', '8.6510887']","POLYGON((8.6508485 46.8610508, 8.6509482 46.8609593, 8.6510887 46.8610308, 8.6509891 46.8611224, 8.6508485 46.8610508))"
46.85852026314918,8.656508691045635,"['46.8584602', '46.8585766', '8.6564384', '8.6566226']","POLYGON((8.6564681 46.8585766, 8.6564384 46.8584832, 8.6565929 46.8584602, 8.6566226 46.8585536, 8.6564681 46.8585766))"
46.86901202670546,8.652089384916485,"['46.8688968', '46.8690671', '8.6520289', '8.6522251']","POLYGON((8.6520711 46.8689774, 8.6520289 46.8690303, 8.6521275 46.8690671, 8.6522251 46.868945, 8.6520962 46.8688968, 8.6520498 46.8689549, 8.6520711 46.8689774))"
46.86351511485868,8.65294916092968,"['46.8634704', '46.8635763', '8.6529005', '8.6530492']","POLYGON((8.6529005 46.8635601, 8.6529257 46.8634704, 8.6530492 46.8634866, 8.653024 46.8635763, 8.6529005 46.8635601))"
46.863187842262306,8.653269681892974,"['46.8630948', '46.8632522', '8.6531065', '8.6533280']","POLYGON((8.6531065 46.8631521, 8.6532156 46.8630948, 8.653328 46.8631949, 8.6532189 46.8632522, 8.6531065 46.8631521))"
46.86528650166686,8.653881070745406,"['46.8651743', '46.8654097', '8.6537525', '8.6539792']","POLYGON((8.6537525 46.8654009, 8.6537732 46.8651743, 8.6539792 46.8651831, 8.6539584 46.8654097, 8.6537525 46.8654009))"
46.8607999085243,8.65701932604137,"['46.8607132', '46.8608513', '8.6569202', '8.6571208']","POLYGON((8.6569202 46.8607725, 8.6570119 46.8607132, 8.6571208 46.860792, 8.6570291 46.8608513, 8.6569202 46.8607725))"
46.86554524426337,8.65408366586576,"['46.8654826', '46.8655993', '8.6539894', '8.6541487']","POLYGON((8.6539894 46.865594, 8.6539977 46.8654826, 8.6541487 46.8654879, 8.6541403 46.8655993, 8.6539894 46.865594))"
46.86493250870596,8.649085500738042,"['46.8648659', '46.8649995', '8.6489890', '8.6492111']","POLYGON((8.6490289 46.8649995, 8.648989 46.8649001, 8.6491712 46.8648659, 8.6492111 46.8649653, 8.6490289 46.8649995))"
46.869762824313156,8.661000210355395,"['46.8693485', '46.8694748', '8.6610138', '8.6612047']","POLYGON((8.6610138 46.8694269, 8.6610767 46.8693485, 8.6612047 46.8693964, 8.6611419 46.8694748, 8.6610138 46.8694269))"
46.861546122360444,8.64858962899183,"['46.8614744', '46.8615941', '8.6485205', '8.6486774']","POLYGON((8.6485205 46.8615798, 8.6485446 46.8614744, 8.6486774 46.8614887, 8.6486532 46.8615941, 8.6485205 46.8615798))"
46.86325447208497,8.65207760786366,"['46.8631732', '46.8633189', '8.6519657', '8.6521682']","POLYGON((8.6519657 46.8632744, 8.6520419 46.8631732, 8.6521682 46.8632176, 8.652092 46.8633189, 8.6519657 46.8632744))"
46.863451756037655,8.65467908175897,"['46.8633633', '46.8635203', '8.6545522', '8.6547701']","POLYGON((8.6545522 46.8634036, 8.6546794 46.8633633, 8.654707 46.8634039, 8.6547339 46.8633954, 8.6547701 46.8634487, 8.6547498 46.8634551, 8.6547652 46.8634779, 8.6546313 46.8635203, 8.6545522 46.8634036))"
46.85727501939399,8.65093295962246,"['46.8572123', '46.8573758', '8.6508195', '8.6510587']","POLYGON((8.6509458 46.8573758, 8.6508195 46.8572879, 8.6509176 46.857222, 8.6509328 46.8572123, 8.6510587 46.8572999, 8.6509458 46.8573758))"
46.870582030467595,8.64740230343442,"['46.8705088', '46.8706581', '8.6473153', '8.6474975']","POLYGON((8.6473153 46.8706506, 8.6473976 46.8706581, 8.6474063 46.8706129, 8.6474785 46.8706194, 8.6474975 46.8705208, 8.6473641 46.8705088, 8.6473456 46.870605, 8.6473244 46.8706031, 8.6473153 46.8706506))"
46.86382996418332,8.64870655952557,"['46.8637626', '46.8639505', '8.6485806', '8.6489218']","POLYGON((8.6485806 46.8639312, 8.648625 46.8638138, 8.6486661 46.863821, 8.6486882 46.8637626, 8.6487829 46.8637793, 8.6487753 46.8637994, 8.6489218 46.8638253, 8.6488832 46.8639274, 8.6487104 46.8638969, 8.6486901 46.8639505, 8.6485806 46.8639312))"
46.85877064401135,8.655806138386824,"['46.8586873', '46.8588175', '8.6557246', '8.6559617']","POLYGON((8.6557246 46.8587393, 8.6558043 46.8586873, 8.6558491 46.8587194, 8.6558974 46.8586879, 8.6559617 46.858734, 8.6558337 46.8588175, 8.6557246 46.8587393))"
46.85968378694954,8.657072751016967,"['46.8596192', '46.8597552', '8.6569789', '8.6571803']","POLYGON((8.6569789 46.8597064, 8.6570474 46.8596192, 8.6571803 46.859668, 8.6571421 46.8597166, 8.6571118 46.8597552, 8.6569789 46.8597064))"
46.86478817170525,8.652518805881854,"['46.8647122', '46.8648905', '8.6523480', '8.6526745']","POLYGON((8.6524129 46.8648905, 8.652348 46.8648054, 8.6526096 46.8647122, 8.6526745 46.8647973, 8.6524129 46.8648905))"
46.86312830618142,8.65379298662754,"['46.8630657', '46.8631874', '8.6536928', '8.6538708']","POLYGON((8.6536928 46.8631385, 8.6537643 46.8630657, 8.6538708 46.8631146, 8.6537994 46.8631874, 8.6536928 46.8631385))"
46.86498936148474,8.649663912359305,"['46.8649126', '46.8650704', '8.6494789', '8.6498450']","POLYGON((8.6494802 46.8650557, 8.6496478 46.8650566, 8.6496478 46.8650704, 8.6496948 46.8650704, 8.6497015 46.8650539, 8.649841 46.8650575, 8.649845 46.8649328, 8.649845 46.8649172, 8.6497498 46.8649172, 8.6497457 46.8649365, 8.6497001 46.8649365, 8.6496894 46.8649126, 8.6496398 46.8649136, 8.6496304 46.8649356, 8.6495929 46.8649347, 8.6495781 46.8649172, 8.6494789 46.8649181, 8.6494802 46.8650557))"
46.87040142567091,8.63720559378669,"['46.8703352', '46.8704501', '8.6371289', '8.6373004']","POLYGON((8.6371289 46.8704318, 8.6371894 46.8704394, 8.6372743 46.8704501, 8.6373004 46.8703536, 8.6371551 46.8703352, 8.6371289 46.8704318))"
46.8647998570045,8.646314913444385,"['46.8647302', '46.8648504', '8.6462109', '8.6464122']","POLYGON((8.6462508 46.8648504, 8.6462109 46.8647658, 8.6463722 46.8647302, 8.6464122 46.8648149, 8.6462508 46.8648504))"
46.86711095963108,8.64640613194757,"['46.8670492', '46.8671737', '8.6463147', '8.6465083']","POLYGON((8.6463834 46.8671737, 8.6463147 46.8671483, 8.6463277 46.8670657, 8.6464466 46.8670492, 8.6465083 46.867095, 8.6463834 46.8671737))"
46.85369851045108,8.653094885035278,"['46.8536139', '46.8537709', '8.6529852', '8.6532150']","POLYGON((8.65309 46.8537709, 8.6529852 46.8536861, 8.6531102 46.8536139, 8.653215 46.8536988, 8.65309 46.8537709))"
46.8626892695611,8.655317657862128,"['46.8625913', '46.8628797', '8.6552137', '8.6554967']","POLYGON((8.6552137 46.8626538, 8.655342 46.8625913, 8.6554411 46.8626865, 8.655392 46.8627104, 8.6554967 46.8628109, 8.6553555 46.8628797, 8.6552485 46.8627769, 8.6553105 46.8627468, 8.6552137 46.8626538))"
46.86911763832765,8.651462118468604,"['46.8690744', '46.8692020', '8.6513642', '8.6515513']","POLYGON((8.6514033 46.869202, 8.6513642 46.8691012, 8.6515122 46.8690744, 8.6515513 46.8691752, 8.6514033 46.869202))"
