lat,lon,sumo_x,sumo_y,sumo_bbox_polygon,sumo_polygon
46.66276951095538,8.587659666873638,13171.347973564407,18388.547693224624,"[(13156.95153926342, 18365.019393515773), (13157.177321232739, 18408.13381087873), (13184.939984109136, 18407.98848660197), (13184.714400766534, 18364.874069128186)]","[(13156.977841624, 18370.04200074915), (13170.710567470232, 18408.062954821624), (13184.913704737555, 18402.96587905567), (13171.173407409457, 18364.944933327846), (13156.977841624, 18370.04200074915)]"
46.66821740434385,8.587161330193203,13136.396714792994,18994.115570874885,"[(13128.266106553318, 18988.91271234583), (13128.332168245397, 19001.513690673746), (13145.352240902313, 19001.42448546365), (13145.286214806256, 18988.823507116176)]","[(13128.803358365141, 18990.71008500643), (13128.315448916459, 18998.324554160237), (13137.651477309933, 18998.975690038875), (13137.830598002882, 19001.04163518641), (13145.008014713472, 19001.42628913652), (13145.300770813192, 18991.601500558667), (13142.132021357014, 18991.262511940673), (13142.061916299514, 18989.562700637616), (13134.156211428693, 18988.881835883483), (13133.838175338635, 18990.961499091238), (13128.803358365141, 18990.71008500643)]"
46.66778039835886,8.587674781082923,13175.418841963168,18945.34985332098,"[(13167.1078471769, 18937.126012316905), (13167.198670681566, 18954.471802189946), (13183.752254356514, 18954.38514934946), (13183.661478507624, 18937.039359447546)]","[(13167.15445164917, 18946.026702640578), (13174.692011117237, 18953.821395987645), (13175.276574726799, 18954.42951120343), (13181.792005362397, 18948.172532871366), (13180.892065991357, 18947.232699302956), (13183.700731328106, 18944.539941186085), (13176.478548828221, 18937.076954159886), (13167.15445164917, 18946.026702640578)]"
46.668424760126506,8.58622479066876,13064.877348823706,19017.532801805064,"[(13056.486992807302, 19007.458026413806), (13056.581348137523, 19025.4149765959), (13078.879468481406, 19025.297851564363), (13078.785179608094, 19007.340901344083)]","[(13056.535571757471, 19016.703188820742), (13060.429016927665, 19025.39476010762), (13078.829640047683, 19015.80822558049), (13076.477481424343, 19010.73115234915), (13072.283135424892, 19007.375045928173), (13067.62081149948, 19009.588653071783), (13068.009588175686, 19010.786737269722), (13056.535571757471, 19016.703188820742)]"
46.6684854639652,8.589127342512924,13286.941815020633,19023.115935417823,"[(13279.704147898883, 19008.867309859954), (13279.830652833392, 19033.11363811884), (13296.437565016677, 19033.027014479972), (13296.311126912711, 19008.780686183833)]","[(13279.813723640458, 19029.868941524997), (13288.719290304696, 19033.06726823002), (13296.328047109011, 19012.025382676162), (13287.422453664825, 19008.82704470679), (13279.813723640458, 19029.868941524997)]"
46.66657621750238,8.588433262559839,13232.74005216523,18811.23817605991,"[(13211.766352415958, 18793.588439794257), (13211.900035786035, 18819.15708421357), (13240.701163352584, 18819.006568642333), (13240.567602198455, 18793.437924155965)]","[(13211.82293975132, 18804.41149906162), (13219.32428993436, 18793.548928609118), (13240.644627625588, 18808.18350909464), (13233.14325789077, 18819.04605316464), (13211.82293975132, 18804.41149906162)]"
46.66813925826838,8.58777389574417,13183.209350293444,18985.186587275006,"[(13164.4017266304, 18968.165662012063), (13164.571520746336, 19000.590401225723), (13199.4225143597, 19000.40800223779), (13199.252907797985, 18967.98326291889)]","[(13164.565701880201, 18999.47920382954), (13186.586700631946, 19000.475157343782), (13186.977947164618, 18991.916655786335), (13198.18740375922, 18992.424735090695), (13199.258662085282, 18969.083348290995), (13177.635384084191, 18968.096377860755), (13176.763708537444, 18987.16960971523), (13165.148758842435, 18986.652581209317), (13164.565701880201, 18999.47920382954)]"
46.66670876298623,8.588671313746447,13251.02719267516,18825.871471634135,"[(13243.355702830071, 18816.081287075765), (13243.442879007722, 18832.77146748919), (13260.019745106343, 18832.684905870818), (13259.93261484598, 18815.994725432247)]","[(13246.877587302064, 18832.7535282718), (13260.002400250232, 18829.362426506355), (13255.75587559084, 18816.01653131284), (13243.373230912257, 18819.437102276832), (13246.877587302064, 18832.7535282718)]"
46.66929059374581,8.588687078917102,13253.731288370269,19112.75752453599,"[(13246.747499284393, 19105.171669172123), (13246.816681882308, 19118.417144566774), (13263.652839022514, 19118.329230872914), (13263.583693438268, 19105.083755459636)]","[(13246.768103147799, 19109.116420624778), (13249.409801949107, 19118.40360095445), (13263.632304161845, 19114.39559133351), (13260.990567667293, 19105.097292942926), (13246.768103147799, 19109.116420624778)]"
46.66776046596865,8.588759048712753,13258.348784954112,18942.701369935647,"[(13251.69664560433, 18935.227986936457), (13251.770223656495, 18949.31796876248), (13265.501141476096, 18949.246281317435), (13265.427595533838, 18935.156299473718)]","[(13264.6979401547, 18949.250473871827), (13258.217680545407, 18949.07317023538), (13251.767960606841, 18948.884601809084), (13252.043950933206, 18935.81512394175), (13265.427595533838, 18935.156299473718), (13264.6979401547, 18949.250473871827)]"
