lat,lon,sumo_x,sumo_y,sumo_bbox_polygon,sumo_polygon
46.798312051457,8.670318115316917,19558.031494316238,33420.388977828436,"[(19548.720640345302, 33411.39902900625), (19548.7980874363, 33429.85644752905), (19566.822743949073, 33429.78084328305), (19566.745352325554, 33411.323424733244)]","[(19548.775939691346, 33424.578136939555), (19561.16046827624, 33429.80458780844), (19566.767530758225, 33416.61284745298), (19554.382933437068, 33411.37527280208), (19548.775939691346, 33424.578136939555)]"
46.78203026672179,8.672643914097796,19727.981467720063,31610.379898611456,"[(19721.185318498116, 31604.589003443718), (19721.235348083894, 31616.601292951033), (19734.486939382914, 31616.546116419137), (19734.43693632167, 31604.533826900646)]","[(19730.708403844154, 31616.561846377328), (19734.459093078738, 31609.856571256183), (19724.96386159741, 31604.573267518543), (19721.213179551472, 31611.27854854334), (19730.708403844154, 31616.561846377328)]"
46.79680996450357,8.667781660294198,19363.766295867274,33254.288602565415,"[(19354.412311725726, 33245.06432489678), (19354.482694193022, 33261.71044482291), (19370.310039702512, 33261.643545065075), (19370.23970115889, 33244.9974251166)]","[(19357.602209883742, 33245.05083835963), (19354.470384296263, 33258.79904063977), (19367.112519079645, 33261.657057126984), (19370.252050303156, 33247.91994147189), (19357.602209883742, 33245.05083835963)]"
46.797044520360366,8.66772151020625,19359.286232161277,33280.372391412035,"[(19351.534308818344, 33271.913008769974), (19351.5964766065, 33286.61448911298), (19366.179857389594, 33286.55283839069), (19366.117725345248, 33271.85135803092)]","[(19351.588911207044, 33284.825420059264), (19364.35598088056, 33286.560546822846), (19366.12528638041, 33273.64042705018), (19353.358189795807, 33271.90529645514), (19351.588911207044, 33284.825420059264)]"
46.78975988899364,8.664974984063692,19146.24076280417,32471.777627337724,"[(19139.19685958186, 32462.74114168156), (19139.260952912155, 32477.77596949879), (19153.83103739767, 32477.713874988258), (19153.766980579065, 32462.679047150537)]","[(19151.25131578499, 32477.724866618402), (19153.77734896791, 32465.112622364424), (19141.77658765664, 32462.730144890025), (19139.250531222613, 32475.33128202427), (19151.25131578499, 32477.724866618402)]"
46.79254703836211,8.669321805362985,19479.306931636587,32780.08701718319,"[(19471.23914028873, 32770.94895363599), (19471.30694353988, 32787.061674675904), (19486.425771959708, 32786.998072756454), (19486.358009315445, 32770.88535169698)]","[(19471.28767804784, 32782.48343941476), (19480.87736798922, 32787.021409369074), (19486.37726323644, 32775.46358688176), (19476.78755915712, 32770.92560816556), (19471.28767804784, 32782.48343941476)]"
46.78240335781357,8.673084644364458,19761.796620268724,31651.698547541164,"[(19756.460430640553, 31645.080214872025), (19756.51344052708, 31657.825910517946), (19768.505437343963, 31657.776047230698), (19768.45245292649, 31645.0303515736)]","[(19760.979384931503, 31645.061422069557), (19756.497958117398, 31654.10332283564), (19763.986492647848, 31657.79483440146), (19768.467927876743, 31648.752939205617), (19760.979384931503, 31645.061422069557)]"
46.79274754045734,8.664060544571221,19077.866612553713,32804.06983891316,"[(19072.769709069224, 32796.241756105796), (19072.82860819681, 32810.02091069054), (19083.33772089082, 32809.97599854786), (19083.278845901426, 32796.19684395101)]","[(19073.72153934039, 32810.017093910836), (19083.334919578105, 32809.32037747558), (19082.385912706202, 32796.20065930113), (19072.772511524963, 32796.8973771641), (19073.72153934039, 32810.017093910836)]"
46.77007609952599,8.670772854253496,19579.593690591224,30282.60657942295,"[(19571.651479117747, 30272.283157827333), (19571.728313599422, 30290.629363401793), (19585.723437633074, 30290.570767618716), (19585.646645917033, 30272.224562023766)]","[(19573.32404787204, 30290.62268061936), (19585.718693378032, 30289.43732546363), (19584.050906766788, 30272.231241512112), (19571.65622600267, 30273.416599949822), (19573.32404787204, 30290.62268061936)]"
46.77962027625775,8.671711310703296,19655.67378314986,31342.87380359322,"[(19646.84197451506, 31339.557383201085), (19646.907744027907, 31355.303365690634), (19661.770631570835, 31355.241303115152), (19661.7049010513, 31339.495320606977)]","[(19646.893076995446, 31351.79191155173), (19657.808721638576, 31355.257843161933), (19661.719512974203, 31342.99566248525), (19650.80389483797, 31339.54083595425), (19646.893076995446, 31351.79191155173)]"
46.79275588191573,8.669143187498957,19465.772626888822,32803.35153712984,"[(19459.798014131142, 32799.800498048775), (19459.846667894744, 32811.35720878467), (19471.080804926925, 32811.30992353521), (19471.03217280499, 32799.753212790005)]","[(19459.83997799724, 32809.76816104539), (19469.4170536538, 32811.31692505069), (19471.03890647838, 32801.35337272659), (19461.461768608075, 32799.793493878096), (19459.83997799724, 32809.76816104539)]"
46.79941307294157,8.671666459211615,19661.436205356847,33542.30636151321,"[(19654.33759078692, 33533.84913037438), (19654.39628196979, 33547.8949953001), (19668.35328697326, 33547.8366916012), (19668.294628476026, 33533.79082665965)]","[(19654.371115324146, 33541.872163942084), (19661.69909978524, 33547.8644846119), (19668.319827483094, 33539.8247701833), (19660.99179355416, 33533.821329253726), (19654.371115324146, 33541.872163942084)]"
46.79253094530883,8.670814730735483,19593.238406748336,32777.82049419731,"[(19583.884074610134, 32768.06460108701), (19583.966937503486, 32787.844355353154), (19603.64201668999, 32787.761963116005), (19603.559218667564, 32767.982208818197)]","[(19583.931744020083, 32779.443515825085), (19593.064181250753, 32787.80625130981), (19603.594338023686, 32776.371935987845), (19594.461944917974, 32768.02029683627), (19583.931744020083, 32779.443515825085)]"
46.79931352207626,8.670052793317806,19538.251638359332,33531.75969222281,"[(19530.686124700005, 33519.99871421885), (19530.788360742154, 33544.34562031273), (19547.52304222202, 33544.27537227981), (19547.420874112344, 33519.9284661524)]","[(19547.43430376507, 33523.12878968101), (19537.668475683196, 33519.96939847153), (19530.774922117533, 33541.145296682604), (19540.54071957717, 33544.304676659405), (19547.43430376507, 33523.12878968101)]"
46.77963736054325,8.6726284167024,19725.691300115897,31344.480330672115,"[(19718.205901136156, 31336.448292829096), (19718.272501580417, 31352.438743666746), (19733.784263560898, 31352.37415693607), (19733.717704444134, 31336.383706079796)]","[(19718.25158189627, 31347.416030780412), (19728.203998791112, 31352.39738701377), (19733.738611112756, 31341.40641888324), (19723.78618076886, 31336.425053511746), (19718.25158189627, 31347.416030780412)]"
46.793680318186496,8.669347688474948,19481.81203812611,32906.01128369197,"[(19474.123169493105, 32899.51861991547), (19474.18718039588, 32914.73125409335), (19489.298055285122, 32914.667690329254), (19489.234082702314, 32899.45505613275)]","[(19481.948675223044, 32914.698600678705), (19489.270718553744, 32908.16703944001), (19481.47256818798, 32899.4877000479), (19474.150475806382, 32906.00815848261), (19481.948675223044, 32914.698600678705)]"
46.79437485305475,8.669180158479135,19469.351355092367,32983.243351524696,"[(19463.060364503355, 32976.48535839748), (19463.104149673774, 32986.886400945485), (19475.665867385862, 32986.83353311382), (19475.622103995876, 32976.43249055464)]","[(19463.097179594042, 32985.23067941703), (19474.368484632403, 32986.83899211977), (19475.62907059939, 32978.088212062605), (19464.3577495052, 32976.4798969524), (19463.097179594042, 32985.23067941703)]"
46.79118305343204,8.673167880415736,19772.206361701246,32627.29039024748,"[(19763.190579910646, 32619.08764763456), (19763.254591672274, 32634.478070984595), (19779.762845945195, 32634.409432581626), (19779.69887653261, 32619.0190092111)]","[(19763.226953362988, 32627.832963962108), (19774.611171585915, 32634.43084745668), (19779.726496520918, 32625.66411615163), (19768.334635351202, 32619.066254737787), (19763.226953362988, 32627.832963962108)]"
46.79281164583734,8.669812516389124,19516.881145453954,32809.33335882332,"[(19508.728493414237, 32801.97275786102), (19508.793955428642, 32817.55209307931), (19524.71405389515, 32817.48522027768), (19524.648633224715, 32801.905885037966)]","[(19508.77868717059, 32813.9183964571), (19521.188126045105, 32817.500027389266), (19524.663891812554, 32805.539581598714), (19512.254430417495, 32801.95794345904), (19508.77868717059, 32813.9183964571)]"
46.796493239410815,8.66376583120658,19057.154835596797,33220.39650390018,"[(19050.83791901107, 33212.49598538596), (19050.901630883163, 33227.38637185376), (19062.684449569555, 33227.3359679291), (19062.620766947628, 33212.4455814464)]","[(19050.89625816018, 33226.13068999816), (19052.54734772659, 33212.48867146205), (19062.626137193118, 33213.70126327779), (19060.97502509621, 33227.34327897895), (19050.89625816018, 33226.13068999816)]"
46.79212221527866,8.673674058404501,19811.271705338964,32731.491624468006,"[(19805.753976517648, 32723.445223635994), (19805.809622030705, 32736.846562011167), (19816.61650532973, 32736.801698975265), (19816.56088395766, 32723.400360588916)]","[(19805.79956338083, 32734.42409783881), (19812.76235556451, 32736.817696622573), (19816.57093822729, 32725.822824720293), (19809.608134890266, 32723.429221516475), (19805.79956338083, 32734.42409783881)]"
46.78223107266531,8.670710220846631,19580.46813497378,31633.31027052831,"[(19572.723226368835, 31627.145034207962), (19572.78523904871, 31641.946486587636), (19586.418444275798, 31641.889383859), (19586.356465220684, 31627.087931464426)]","[(19572.774950148654, 31639.490690035746), (19583.609362794377, 31641.901147173718), (19586.36674852291, 31629.543727972545), (19575.532314776152, 31627.133265824057), (19572.774950148654, 31639.490690035746)]"
46.76847070952388,8.66864124893034,19416.09173287422,30104.89640969131,"[(19407.64983069786, 30101.041598862037), (19407.68950342835, 30110.453610735945), (19426.709090828488, 30110.37347101886), (19426.669447912776, 30100.96145913098)]","[(19407.67994824378, 30108.18672710657), (19408.550800119643, 30101.03780124057), (19426.67899590626, 30103.228342738003), (19425.80812281766, 30110.377265920863), (19407.67994824378, 30108.18672710657)]"
46.776831288918274,8.670049889029409,19527.544386533264,31033.487035532482,"[(19511.363637993345, 31025.133000107482), (19511.430082986946, 31040.956759955734), (19543.79119512491, 31040.820960624143), (19543.724835442903, 31024.997200734913)]","[(19511.41426495806, 31037.18972720299), (19542.31017229834, 31040.827171741053), (19543.740679734736, 31028.775345616043), (19512.84466472082, 31025.12678136956), (19511.41426495806, 31037.18972720299)]"
46.79790935492865,8.668448657761353,19415.182349733368,33376.24048173707,"[(19407.24084526545, 33368.878116261214), (19407.289327705454, 33380.368163904175), (19421.903004692344, 33380.306519010104), (19421.854550246964, 33368.81647135317)]","[(19419.209204181156, 33380.317879595794), (19421.87432564888, 33373.50583313778), (19409.92701975687, 33368.86678251624), (19407.269587746472, 33375.689914305694), (19419.209204181156, 33380.317879595794)]"
46.79363580176139,8.668469016872262,19414.733013568737,32901.34697185829,"[(19409.0272942445, 32895.114550399594), (19409.075484742236, 32906.53791613411), (19419.714166163583, 32906.493045292795), (19419.66599592456, 32895.069679548964)]","[(19411.41604146466, 32895.10447373893), (19409.066577931982, 32904.426593658514), (19417.32542349072, 32906.50311866775), (19419.674945836305, 32897.19211421907), (19411.41604146466, 32895.10447373893)]"
46.78252859056288,8.670651539003439,19576.127219332266,31666.389822570607,"[(19568.587008088303, 31660.21063282434), (19568.642698878015, 31673.500826473348), (19582.001032453147, 31673.444864965044), (19581.945371246606, 31660.154671302065)]","[(19576.161532345694, 31673.469324480742), (19581.970037152292, 31666.044138359837), (19574.418887773994, 31660.186197966337), (19568.618019835558, 31667.61135935597), (19576.161532345694, 31673.469324480742)]"
46.78587436827279,8.669902886250215,19520.54104371817,32038.41917722393,"[(19514.759669520718, 32031.957336694933), (19514.811565834505, 32044.31411253754), (19526.688299196132, 32044.264244027436), (19526.63642734004, 32031.907468173653)]","[(19514.808812340605, 32043.65849222988), (19526.001341610623, 32044.26712781284), (19526.639179531427, 32032.56308847107), (19515.446628520323, 32031.95445162896), (19514.808812340605, 32043.65849222988)]"
46.77598169034511,8.667909084408825,19363.713457775128,30939.766075950116,"[(19352.948944442614, 30932.256199424155), (19352.999183810432, 30944.146241754293), (19379.024383474316, 30944.036332986318), (19378.974195657764, 30932.146290631965)]","[(19352.996272741817, 30943.457286025397), (19378.726647250063, 30944.037589738145), (19378.977103734447, 30932.835246351548), (19353.254315533268, 30932.254909139127), (19352.996272741817, 30943.457286025397)]"
46.78714040191043,8.67096653378021,19602.316689627653,32178.763147697784,"[(19597.011777146952, 32172.062135602348), (19597.074019700463, 32186.93027397711), (19607.042300115398, 32186.88855195511), (19606.98008226254, 32172.020413569175)]","[(19599.45672261808, 32185.409012520686), (19600.905722919153, 32185.11402475834), (19601.279626520874, 32186.91266948078), (19606.251948855992, 32185.891742828302), (19605.88567937113, 32184.093065863475), (19607.0296054302, 32183.85491831042), (19604.59104742168, 32172.0304112928), (19597.018150257063, 32173.58450849913), (19599.45672261808, 32185.409012520686)]"
46.792368281260224,8.669212930656146,19470.914105121512,32760.25809290167,"[(19464.375261742098, 32750.37541822903), (19464.448602240707, 32767.79938083794), (19477.7968687322, 32767.74321043305), (19477.723567002395, 32750.319247805513)]","[(19464.44022981444, 32765.81029324513), (19474.82041136577, 32767.755732992664), (19477.73188823508, 32752.297223131172), (19467.351727750793, 32750.3628905192), (19464.44022981444, 32765.81029324513)]"
46.77509097212455,8.667914961225321,19363.744080955395,30840.785895475186,"[(19343.46022799349, 30829.506723674946), (19343.54979740735, 30850.697664986365), (19384.805992580194, 30850.523425692692), (19384.716568808828, 30829.332484311424)]","[(19346.44322781934, 30850.685435775667), (19384.76735322323, 30841.36698318366), (19381.82312817371, 30829.34469503537), (19343.498930212052, 30838.66316598002), (19346.44322781934, 30850.685435775667)]"
46.80205282180437,8.666302904141073,19253.391113343998,33837.365234737284,"[(19243.762316219625, 33821.54624937102), (19243.851095429272, 33842.44837206416), (19263.69822305406, 33842.36410652846), (19263.609513018804, 33821.4619838018)]","[(19253.91864798806, 33821.50312026031), (19243.82107754756, 33835.38098759856), (19253.541926676175, 33842.40721921064), (19263.639554610592, 33828.54048036318), (19253.91864798806, 33821.50312026031)]"
46.77655116941562,8.666822077619871,19280.99659902882,31003.398734544404,"[(19276.983748204715, 30996.451670294628), (19277.03366811911, 31008.2305918457), (19288.149035658746, 31008.183494372293), (19288.099137556565, 30996.404572810046)]","[(19277.20925428206, 31008.229847701266), (19288.148329552903, 31008.016811518), (19287.92355104891, 30996.405316635035), (19276.98445461801, 30996.61835314706), (19277.20925428206, 31008.229847701266)]"
46.7702080475834,8.67105083641161,19600.879248110286,30297.18006013427,"[(19595.02815081482, 30289.9428722905), (19595.08013236028, 30302.366287400015), (19607.00612291624, 30302.316398957744), (19606.95416604873, 30289.892983836122)]","[(19595.04065799364, 30292.932048176415), (19600.468416152056, 30292.720429703593), (19600.366010510188, 30290.14278768003), (19606.526600841666, 30289.894772001542), (19607.004403411935, 30301.905248364434), (19595.41607575625, 30302.36488176789), (19595.04065799364, 30292.932048176415)]"
46.7813183813274,8.67358364805059,19799.3868119166,31530.97551372461,"[(19791.728106247552, 31523.986359098926), (19791.791007415915, 31539.13228755351), (19809.073258959164, 31539.060539020225), (19809.01040140615, 31523.91461054422)]","[(19791.760641316883, 31531.820459977724), (19799.821452918113, 31539.0989423804), (19809.031338535657, 31528.95954926405), (19805.94437716296, 31526.40539895557), (19801.838327916164, 31526.61135373637), (19798.90361748531, 31523.956563463435), (19791.760641316883, 31531.820459977724)]"
46.79857405343305,8.669380866433864,19486.631454795366,33449.80367097538,"[(19479.647814461903, 33432.61395956203), (19479.747122257075, 33456.21634257026), (19495.89445807069, 33456.148423744366), (19495.79521381756, 33432.54604070727)]","[(19479.73426458973, 33453.1604784308), (19489.25543058332, 33456.17634352017), (19495.808063218545, 33435.6019047508), (19486.28686806973, 33432.586029250175), (19479.73426458973, 33453.1604784308)]"
46.78196207153606,8.673126923133252,19764.820036118326,31602.64850829728,"[(19757.821064271033, 31594.135343872942), (19757.89015250851, 31610.74808451999), (19773.523381103587, 31610.68309011031), (19773.4543361417, 31594.070349443704)]","[(19757.868340016343, 31605.503125552088), (19766.80597818928, 31610.711012406275), (19773.47608875, 31599.304196122102), (19764.5308523422, 31594.107443326153), (19757.868340016343, 31605.503125552088)]"
46.79819110827987,8.669018407395857,19458.792743602884,33407.36632454116,"[(19449.394422948128, 33397.43713859934), (19449.47718408372, 33417.083565438166), (19466.639563981444, 33417.01129287109), (19466.55685906182, 33397.36486600526)]","[(19449.457195936586, 33412.338642158546), (19459.657092833077, 33417.04069085792), (19466.576786808786, 33402.09867694788), (19456.369285821216, 33397.40776088741), (19449.457195936586, 33412.338642158546)]"
46.77091464132257,8.671433616854932,19630.43293080153,30375.575834897347,"[(19624.279415719095, 30370.496378331445), (19624.32915527525, 30382.397522605956), (19636.277891568316, 30382.347595989704), (19636.228175698372, 30370.44645170495)]","[(19630.59746996814, 30382.37132810522), (19636.253938813228, 30376.613711321726), (19629.959848576866, 30370.47264027968), (19624.303426306113, 30376.241375119425), (19630.59746996814, 30382.37132810522)]"
46.7785687368972,8.67244680347338,19711.33269036369,31225.790524029173,"[(19705.85078471189, 31220.197508426383), (19705.896625282185, 31231.198580942117), (19717.164254879695, 31231.15164018795), (19717.11843496171, 31220.150567662902)]","[(19705.8791688137, 31227.009283606894), (19713.278602124366, 31231.167825361714), (19717.135837265116, 31224.328752759844), (19709.73644458677, 31220.181318469346), (19705.8791688137, 31227.009283606894)]"
46.78232246868143,8.67224461023331,19697.636316755263,31642.976959346794,"[(19694.73928321409, 31638.558671995066), (19694.795806188253, 31652.115558180027), (19708.413720568, 31652.058796153404), (19708.35722835682, 31638.501909954473)]","[(19694.779034605308, 31648.09294110071), (19704.390939805307, 31652.075560643338), (19708.37399078789, 31642.52452697605), (19698.769706438645, 31638.541869247332), (19694.779034605308, 31648.09294110071)]"
46.77728268108134,8.664049438088636,19069.675425392692,31085.586363741197,"[(19064.801435878093, 31081.90886594355), (19064.85543011647, 31094.543427608907), (19075.45915646426, 31094.49812153913), (19075.405184546253, 31081.8635598626)]","[(19066.275367553404, 31094.537359618582), (19064.806517125748, 31083.09787041694), (19074.366948534967, 31081.8679950526), (19075.4408335326, 31090.208815610968), (19072.068375236995, 31090.645493907854), (19072.470911016455, 31093.733019780368), (19066.275367553404, 31094.537359618582)]"
46.79151467047192,8.669114844583714,19463.02894900582,32665.43448804319,"[(19456.375054304895, 32657.50929103978), (19456.426332533534, 32669.688283473253), (19468.668167698605, 32669.636753096245), (19468.616914321552, 32657.457760651596)]","[(19456.419408095768, 32668.043674992397), (19467.01964126667, 32669.643690892495), (19468.623882156564, 32659.113481324166), (19458.031216164236, 32657.502318198793), (19456.419408095768, 32668.043674992397)]"
46.78454222494253,8.669964131895496,19524.594405430893,31890.36902299151,"[(19519.138931668946, 31886.033094318584), (19519.19902858202, 31900.345615592785), (19528.885362895846, 31900.304951373488), (19528.8252890858, 31885.99243008718)]","[(19519.196742284053, 31899.80111749377), (19524.252104479936, 31900.32440031413), (19524.692080705485, 31896.033166153356), (19527.84597654757, 31896.364411419258), (19528.82892709237, 31886.859182142653), (19520.61211289896, 31886.026908757165), (19519.196742284053, 31899.80111749377)]"
46.789246169300895,8.673411670930781,19789.918561804225,32411.982288275845,"[(19783.418173723214, 32406.5454045292), (19783.48162135255, 32421.81358838547), (19798.52504350606, 32421.75109355338), (19798.46163415897, 32406.48290967755)]","[(19785.96214504476, 32421.803280958906), (19798.515075214906, 32419.350855014287), (19795.97347175202, 32406.493243615143), (19783.428148013423, 32408.945643012412), (19785.96214504476, 32421.803280958906)]"
46.7754843257537,8.668146545230341,19381.608593124372,30884.421445500106,"[(19371.483243470546, 30875.715878193267), (19371.54409552156, 30890.128386216238), (19395.073102922237, 30890.029088769108), (19395.01230736461, 30875.616580717266)]","[(19371.849692226388, 30875.714330996387), (19371.541515054123, 30889.51721586194), (19394.706655045564, 30890.030634550378), (19395.01493230503, 30876.238863248378), (19371.849692226388, 30875.714330996387)]"
