lat,lon,sumo_x,sumo_y,sumo_bbox_polygon,sumo_polygon
46.71409864309129,8.60760053638305,14725.298024782212,24084.456194857135,"[(14720.019880294101, 24082.61084968131), (14720.089030746894, 24096.4787062807), (14731.591731868742, 24096.421360339038), (14731.522607933905, 24082.55350372661)]","[(14720.084043930576, 24095.478620458394), (14730.330638389685, 24096.427646362223), (14731.527592828206, 24083.553589528427), (14721.273333670804, 24082.604599619284), (14720.084043930576, 24095.478620458394)]"
46.69785073970273,8.596160342226595,13841.660933595733,22283.404144635424,"[(13831.77809464949, 22277.127522082068), (13831.865730143036, 22294.20671540033), (13846.384127108322, 22294.13223709166), (13846.296532812237, 22277.053043749183)]","[(13838.28776987252, 22294.17376648914), (13846.364009465557, 22290.20968971867), (13839.87447485479, 22277.0859840326), (13831.798221714445, 22281.050069367513), (13838.28776987252, 22294.17376648914)]"
46.70619087082382,8.597006172135842,13911.071325745259,23209.83151204232,"[(13903.94951303699, 23203.970565808937), (13904.024735683051, 23218.660693707876), (13915.926615985634, 23218.599760337733), (13915.851422396605, 23203.90963242296)]","[(13905.056690622121, 23218.65540953353), (13915.922520717839, 23217.799692847766), (13914.811820807692, 23203.914953862317), (13903.95360987878, 23204.77063328121), (13905.056690622121, 23218.65540953353)]"
46.71370142387312,8.608612153366769,14802.396483637975,24039.93196830433,"[(14791.971229688264, 24030.024509838782), (14792.052705338865, 24046.403691830114), (14809.303078209748, 24046.317907206714), (14809.221649528423, 24029.93872519117)]","[(14797.777352779522, 24046.375218165107), (14809.268330125313, 24039.328419036232), (14803.496986494749, 24029.96718789544), (14792.005997767148, 24037.013997895643), (14797.777352779522, 24046.375218165107)]"
46.691839676563525,8.593638848034043,13645.437694617372,21616.445172387175,"[(13640.915845977608, 21612.159537018277), (13640.971081266587, 21622.86041247472), (13652.455582346825, 21622.801143211313), (13652.40036747168, 21612.10026774276)]","[(13640.962477633206, 21621.19360943325), (13650.941646784486, 21622.80895508174), (13652.40896791371, 21613.767070763744), (13642.43743038259, 21612.15168317221), (13640.962477633206, 21621.19360943325)]"
46.70716139442112,8.598884097429236,14055.17176257621,23316.94338495843,"[(14048.41988086555, 23310.499920446426), (14048.493054265797, 23324.85668950528), (14062.49681631988, 23324.785331527703), (14062.423676333507, 23310.428562451154)]","[(14048.447745640355, 23315.967049184255), (14055.166244368942, 23324.822681338526), (14062.469020842167, 23319.32931475807), (14055.750470303174, 23310.462562495843), (14048.447745640355, 23315.967049184255)]"
46.70656279566051,8.597589585967954,13955.87946316204,23250.931835141033,"[(13948.008263718919, 23243.716202866286), (13948.087016232545, 23259.117502897047), (13963.107592195272, 23259.040715826675), (13963.028878128447, 23243.639415773563)]","[(13950.80065718107, 23259.103627648205), (13963.094359586947, 23256.451608360745), (13960.315230231092, 23243.65328547638), (13948.021502765187, 23246.3053102782), (13950.80065718107, 23259.103627648205)]"
46.707100850230624,8.60041293763673,14172.001926812693,23309.621316878125,"[(14165.459144826571, 23304.292805070058), (14165.522842446284, 23316.838309926912), (14178.051332931907, 23316.774711679667), (14177.987661434454, 23304.229206808843)]","[(14165.48628259328, 23309.637701264583), (14171.080019127287, 23316.810096869245), (14178.024206265167, 23311.42981541902), (14172.430473163025, 23304.257413433865), (14165.48628259328, 23309.637701264583)]"
46.70695992385429,8.599232875247962,14081.71830652625,23294.42008029949,"[(14074.665741844045, 23288.641587018035), (14074.73551348818, 23302.342744663358), (14088.678175635869, 23302.271759265102), (14088.608435740403, 23288.570601603016)]","[(14080.239195912844, 23302.314720251597), (14088.647576037212, 23296.26014017407), (14083.104740779207, 23288.598618301563), (14074.696355337801, 23294.653206028044), (14080.239195912844, 23302.314720251597)]"
46.69247376891092,8.59498601991328,13748.80688484927,21686.37490943633,"[(13743.456053717295, 21681.027530182153), (13743.516996410093, 21692.872945134528), (13754.580830299878, 21692.81603366509), (13754.519909377093, 21680.970618698746)]","[(13754.526252920274, 21682.20405307971), (13753.67440012889, 21689.031395902857), (13749.336229292501, 21688.49809352774), (13748.792770689179, 21692.84580444079), (13743.513451897772, 21692.183999793604), (13744.908806014806, 21681.020056194626), (13754.526252920274, 21682.20405307971)]"
46.70639614352697,8.599822338924533,14126.45850699814,23231.54329628218,"[(14119.012597841793, 23226.042373268865), (14119.080119982711, 23239.32127176039), (14135.079186071584, 23239.23993897531), (14135.011699238385, 23225.961040462367)]","[(14122.56582190923, 23239.30354823731), (14135.057386962697, 23234.95068804454), (14131.93112691812, 23225.976697509177), (14119.035481899627, 23230.54275306128), (14122.56582190923, 23239.30354823731)]"
