lat,lon,bounding_box,polygon
46.66276951095538,8.587659666873638,"['46.6625571', '46.6629451', '8.5874731', '8.5878360']","POLYGON((8.5874731 46.6626023, 8.58765 46.6629451, 8.587836 46.6628999, 8.587659 46.6625571, 8.5874731 46.6626023))"
46.66821740434385,8.587161330193203,"['46.6681702', '46.6682836', '8.5870554', '8.5872779']","POLYGON((8.5870623 46.6681864, 8.5870554 46.6682549, 8.5871774 46.6682612, 8.5871796 46.6682798, 8.5872734 46.6682836, 8.5872779 46.6681952, 8.5872365 46.668192, 8.5872357 46.6681767, 8.5871324 46.6681702, 8.5871281 46.6681889, 8.5870623 46.6681864))"
46.66778039835886,8.587674781082923,"['46.6677060', '46.6678621', '8.5875667', '8.5877831']","POLYGON((8.5875667 46.6677861, 8.5876647 46.6678566, 8.5876723 46.6678621, 8.5877579 46.6678061, 8.5877462 46.6677976, 8.5877831 46.6677735, 8.5876892 46.667706, 8.5875667 46.6677861))"
46.668424760126506,8.58622479066876,"['46.6683337', '46.6684953', '8.5861158', '8.5864073']","POLYGON((8.5861158 46.6684169, 8.5861661 46.6684953, 8.5864073 46.6684099, 8.5863769 46.6683641, 8.5863223 46.6683337, 8.5862612 46.6683534, 8.5862662 46.6683642, 8.5861158 46.6684169))"
46.668485463965204,8.589127342512924,"['46.6683569', '46.6685751', '8.5890337', '8.5892508']","POLYGON((8.5890337 46.6685459, 8.5891499 46.6685751, 8.5892508 46.6683861, 8.5891346 46.6683569, 8.5890337 46.6685459))"
46.66657621750238,8.588433262559839,"['46.6664164', '46.6666465', '8.5881603', '8.5885368']","POLYGON((8.5881603 46.6665138, 8.5882591 46.6664164, 8.5885368 46.6665491, 8.588438 46.6666465, 8.5881603 46.6665138))"
46.66813925826838,8.58777389574417,"['46.6679852', '46.6682770', '8.5875292', '8.5879848']","POLYGON((8.5875292 46.668267, 8.587817 46.668277, 8.5878227 46.6682, 8.5879692 46.6682051, 8.5879848 46.6679951, 8.5877022 46.6679852, 8.5876895 46.6681568, 8.5875377 46.6681516, 8.5875292 46.668267))"
46.66670876298623,8.588671313746447,"['46.6666203', '46.6667705', '8.5885717', '8.5887884']","POLYGON((8.5886166 46.6667705, 8.5887884 46.6667406, 8.5887338 46.6666203, 8.5885717 46.6666505, 8.5886166 46.6667705))"
46.66929059374581,8.588687078917102,"['46.6692220', '46.6693412', '8.5885963', '8.5888164']","POLYGON((8.5885963 46.6692575, 8.5886302 46.6693412, 8.5888164 46.6693058, 8.5887825 46.669222, 8.5885963 46.6692575))"
46.66776046596865,8.588759048712753,"['46.6676929', '46.6678197', '8.5886726', '8.5888521']","POLYGON((8.5888416 46.6678197, 8.5887569 46.6678178, 8.5886726 46.6678158, 8.5886771 46.6676982, 8.5888521 46.6676929, 8.5888416 46.6678197))"
