lat,lon,sumo_x,sumo_y,sumo_bbox_polygon,sumo_polygon
46.8256384178856,8.647179949115435,17805.96613198967,36464.63123418577,"[(17797.546837585454, 36457.277244198136), (17797.60953587049, 36471.23427310027), (17816.593730003922, 36471.149021580815), (17816.53107593715, 36457.1919926554)]","[(17797.570499184076, 36462.54446685221), (17813.68610972172, 36457.204764567316), (17816.57013494597, 36465.8929111287), (17800.46212269296, 36471.22145926859), (17798.374615057837, 36464.96338145714), (17797.570499184076, 36462.54446685221)]"
46.82420468868689,8.642376935239202,17438.90324892901,36306.96755787451,"[(17422.417439061333, 36300.29858448077), (17422.473416087858, 36312.588767268695), (17444.265015984827, 36312.48955449648), (17444.209083651658, 36300.199371685274)]","[(17422.4448202161, 36306.310328472406), (17438.422395917296, 36312.51614699513), (17438.72400341014, 36311.74801081512), (17438.98787841713, 36311.06894649472), (17441.150339307438, 36311.91476703901), (17444.226632030914, 36304.055333174765), (17435.240661299904, 36300.56245626416), (17433.951290497847, 36303.84651704598), (17424.80483309389, 36300.2877113102), (17422.4448202161, 36306.310328472406)]"
46.82467391408214,8.649058794685565,17948.791549920978,36356.810996142216,"[(17942.160290029133, 36352.649641698226), (17942.20825115015, 36363.38410654664), (17956.799417697417, 36363.31893156376), (17956.751482714375, 36352.58446670137)]","[(17942.19653393334, 36360.76160787139), (17955.136650154658, 36363.32635692321), (17956.76319353131, 36355.20696534589), (17943.81543316081, 36352.64224682562), (17942.19653393334, 36360.76160787139)]"
46.8269520767816,8.649712939953629,17999.814434185566,36609.74425911065,"[(17995.948575194692, 36603.84111050423), (17995.99604733521, 36614.4866813533), (18006.635787884356, 36614.439244622365), (18006.588334647065, 36603.79367376305)]","[(18000.654475969262, 36603.820127192885), (17995.975631332374, 36609.90841913037), (18001.929895468347, 36614.46022326872), (18006.608742501878, 36608.37193594687), (18000.654475969262, 36603.820127192885)]"
46.818992022024254,8.652089516678195,18177.160479143844,35724.395283860154,"[(18168.934335051454, 35717.16169813927), (18169.001863267156, 35732.40773479827), (18185.135455503245, 35732.3362970287), (18185.067968327203, 35717.090260349214)]","[(18179.90252676606, 35732.359463102184), (18168.973365553946, 35725.97372948844), (18174.15964889957, 35717.13855632208), (18185.096497872728, 35723.535377850756), (18179.90252676606, 35732.359463102184)]"
46.827681630769455,8.647933611181346,17864.467264005798,36691.42102373019,"[(17856.740067504754, 36682.89560428541), (17856.801088181033, 36696.50815728214), (17870.552479849022, 36696.446529956535), (17870.491490414366, 36682.83397694118)]","[(17856.78773834085, 36693.53006402962), (17867.608476972557, 36696.45972094871), (17870.504833398503, 36685.812070147134), (17859.684077066893, 36682.88240797818), (17856.78773834085, 36693.53006402962)]"
46.8230127658566,8.647907414356903,17860.14413328364,36172.612465108745,"[(17854.757280919992, 36167.384188677184), (17854.808832569048, 36178.885397574864), (17869.04195155285, 36178.82161758561), (17868.990427220007, 36167.320408673026)]","[(17854.80210843589, 36177.38523988146), (17867.882554936223, 36178.82681168988), (17868.997097998217, 36168.80945406668), (17855.90905213653, 36167.37902622949), (17854.80210843589, 36177.38523988146)]"
46.82519561799784,8.651613270580913,18143.88826963975,36413.91706006043,"[(18136.98552248883, 36406.55585944094), (18137.04392968159, 36419.72391552944), (18148.378099498805, 36419.6736532487), (18148.319717212988, 36406.50559714716)]","[(18137.037472847092, 36418.26820636261), (18146.570429076266, 36419.681668071076), (18148.326171282853, 36407.96130628977), (18138.79319688212, 36406.547841742635), (18137.037472847092, 36418.26820636261)]"
46.82343205611221,8.646540644243771,17756.101751733397,36219.67327012867,"[(17751.46108111448, 36211.27574787289), (17751.514581741125, 36223.1658872487), (17766.09083643678, 36223.10031790193), (17766.03736473131, 36211.21017851122)]","[(17751.507881657453, 36221.67684174422), (17764.93144830753, 36223.10553195793), (17766.044061182707, 36212.699223993346), (17752.62047154276, 36211.27053122129), (17751.507881657453, 36221.67684174422)]"
46.823248820930736,8.651949511784734,18168.576061188418,36197.46981462184,"[(18162.30953540886, 36188.12741660513), (18162.3767458534, 36203.29567859229), (18174.573241005302, 36203.241648373194), (18174.506061431777, 36188.073386371136)]","[(18162.36743978277, 36201.19545768108), (18171.56797578215, 36203.254959330894), (18174.515363209823, 36190.17360724136), (18165.314808236377, 36188.11410103459), (18162.36743978277, 36201.19545768108)]"
