vehID,depart,from,to,arrival,arrival_speed,type
r_tun_axs_KS_____1_small_truck.0,6109.02,lane_entry_B,lane_exit_A,6243.14,17.99,small_truck
r_tun_axs_KS_____1_motorbike.0,6514.78,lane_entry_B,lane_exit_A,6672.75,14.66,motorbike
r_tun_axs_KS_____1_car_aggr2.0,6669.32,lane_entry_B,lane_exit_A,6797.76,18.84,car_aggr2
r_tun_axs_KS_____1_car_aggr2.1,6991.38,lane_entry_B,lane_exit_A,7143.73,16.57,car_aggr2
r_and_alt_1_1_car_aggr3.0,7498.27,lane_entry_B,lane_exit_A,7627.0,19.58,car_aggr3
r_tun_axs_KS_____1_car_aggr4.0,7825.54,lane_entry_B,lane_exit_A,7950.86,19.78,car_aggr4
r_tun_axs_KS_____1_car_aggr5.0,8351.63,lane_entry_B,lane_exit_A,8506.1,16.66,car_aggr5
r_and_alt_1_4_small_truck.0,16557.04,lane_entry_B,lane_exit_A,16700.33,17.21,small_truck
r_and_alt_1_4_car_aggr1.0,18646.17,lane_entry_B,lane_exit_A,18806.97,15.15,car_aggr1
r_and_alt_1_4_small_truck.1,18649.76,lane_entry_B,lane_exit_A,18810.59,15.51,small_truck
r_and_alt_1_7_car_aggr3.0,26209.4,lane_entry_B,lane_exit_A,26334.95,19.83,car_aggr3
r_and_alt_1_7_car_aggr3.1,26213.63,lane_entry_B,lane_exit_A,26339.05,19.87,car_aggr3
r_and_alt_1_7_car_aggr3.2,26293.01,lane_entry_B,lane_exit_A,26422.88,18.74,car_aggr3
r_and_alt_1_7_car_aggr4.0,26576.83,lane_entry_B,lane_exit_A,26686.93,22.95,car_aggr4
r_and_alt_1_7_car_aggr3.3,27511.98,lane_entry_B,lane_exit_A,27633.3,20.14,car_aggr3
r_and_alt_1_7_car_aggr3.4,28120.92,lane_entry_B,lane_exit_A,28238.74,21.17,car_aggr3
r_and_alt_1_7_motorbike.0,28538.96,lane_entry_B,lane_exit_A,28691.3,16.0,motorbike
r_and_alt_1_7_car_aggr3.5,28741.69,lane_entry_B,lane_exit_A,28867.11,20.05,car_aggr3
r_and_alt_1_7_small_truck.0,29319.61,lane_entry_B,lane_exit_A,29454.1,17.79,small_truck
r_and_alt_1_7_motorbike.1,29323.56,lane_entry_B,lane_exit_A,29457.55,17.66,motorbike
r_and_alt_1_7_car_aggr3.6,29554.69,lane_entry_B,lane_exit_A,29678.8,19.9,car_aggr3
r_and_alt_1_8_car_aggr3.0,29888.5,lane_entry_B,lane_exit_A,30028.53,17.7,car_aggr3
r_and_alt_1_8_car_aggr2.0,30107.5,lane_entry_B,lane_exit_A,30239.6,18.37,car_aggr2
r_and_alt_1_8_small_truck.0,30626.34,lane_entry_B,lane_exit_A,30772.86,16.82,small_truck
r_and_alt_1_8_car_aggr4.0,30630.31,lane_entry_B,lane_exit_A,30776.55,16.48,car_aggr4
r_and_alt_1_8_car_aggr3.1,30684.87,lane_entry_B,lane_exit_A,30810.11,19.59,car_aggr3
r_and_alt_1_8_car_aggr2.1,30832.66,lane_entry_B,lane_exit_A,30977.34,16.72,car_aggr2
r_and_alt_1_8_car_aggr3.2,30937.3,lane_entry_B,lane_exit_A,31059.6,20.48,car_aggr3
r_and_alt_1_8_car_aggr1.0,31147.21,lane_entry_B,lane_exit_A,31292.62,17.11,car_aggr1
r_and_alt_1_8_car_aggr3.3,31293.99,lane_entry_B,lane_exit_A,31415.45,20.35,car_aggr3
r_and_alt_1_8_car_aggr3.4,31435.01,lane_entry_B,lane_exit_A,31551.51,21.45,car_aggr3
r_and_alt_1_8_car_aggr3.5,31607.41,lane_entry_B,lane_exit_A,31724.6,20.73,car_aggr3
r_and_alt_1_8_car_aggr4.1,31713.09,lane_entry_B,lane_exit_A,31824.22,21.85,car_aggr4
r_and_alt_1_8_car_aggr4.2,31918.37,lane_entry_B,lane_exit_A,32050.07,18.85,car_aggr4
r_and_alt_1_8_car_aggr4.3,31976.0,lane_entry_B,lane_exit_A,32107.34,18.92,car_aggr4
r_and_alt_1_8_car_aggr2.2,32066.74,lane_entry_B,lane_exit_A,32191.88,20.01,car_aggr2
r_and_alt_1_8_big_truck.0,32455.1,lane_entry_B,lane_exit_A,32620.79,14.63,big_truck
r_and_alt_1_8_car_aggr4.4,32513.03,lane_entry_B,lane_exit_A,32634.12,19.54,car_aggr4
r_and_alt_1_8_car_aggr4.5,32748.89,lane_entry_B,lane_exit_A,32871.79,20.02,car_aggr4
r_and_alt_1_8_car_aggr4.6,32958.24,lane_entry_B,lane_exit_A,33075.17,20.61,car_aggr4
r_and_alt_1_8_car_aggr5.0,32992.83,lane_entry_B,lane_exit_A,33118.83,19.37,car_aggr5
r_and_alt_1_9_car_aggr3.0,33280.05,lane_entry_B,lane_exit_A,33409.08,18.93,car_aggr3
r_and_alt_1_9_car_aggr2.0,33330.65,lane_entry_B,lane_exit_A,33448.57,21.13,car_aggr2
r_and_alt_1_9_car_aggr1.0,33515.43,lane_entry_B,lane_exit_A,33651.8,17.92,car_aggr1
r_and_alt_1_9_car_aggr2.1,33612.74,lane_entry_B,lane_exit_A,33768.66,15.99,car_aggr2
r_and_alt_1_9_car_aggr3.1,33669.13,lane_entry_B,lane_exit_A,33814.65,17.36,car_aggr3
r_and_alt_1_9_car_aggr4.0,33673.02,lane_entry_B,lane_exit_A,33818.32,17.39,car_aggr4
r_and_alt_1_9_car_aggr3.2,33919.01,lane_entry_B,lane_exit_A,34047.17,19.18,car_aggr3
r_and_alt_1_9_car_aggr5.0,34060.41,lane_entry_B,lane_exit_A,34198.64,17.2,car_aggr5
r_and_alt_1_9_car_aggr3.3,34102.01,lane_entry_B,lane_exit_A,34225.53,19.45,car_aggr3
r_and_alt_1_9_car_aggr3.4,34161.03,lane_entry_B,lane_exit_A,34291.52,18.91,car_aggr3
r_and_alt_1_9_big_truck.0,34499.49,lane_entry_B,lane_exit_A,34643.08,16.88,big_truck
r_and_alt_1_9_car_aggr1.1,34870.86,lane_entry_B,lane_exit_A,35017.69,16.66,car_aggr1
r_and_alt_1_9_car_aggr5.1,34874.24,lane_entry_B,lane_exit_A,35020.88,16.08,car_aggr5
r_and_alt_1_9_car_aggr2.2,34880.15,lane_entry_B,lane_exit_A,35027.18,16.61,car_aggr2
r_and_alt_1_9_car_aggr3.5,34884.32,lane_entry_B,lane_exit_A,35031.31,17.36,car_aggr3
r_and_alt_1_9_car_aggr3.6,35183.8,lane_entry_B,lane_exit_A,35303.72,19.99,car_aggr3
r_and_alt_1_9_car_aggr2.3,35322.18,lane_entry_B,lane_exit_A,35443.54,20.22,car_aggr2
r_and_alt_1_9_car_aggr2.4,35668.91,lane_entry_B,lane_exit_A,35803.25,18.53,car_aggr2
r_and_alt_1_9_small_truck.0,35907.6,lane_entry_B,lane_exit_A,36056.34,16.8,small_truck
r_and_alt_1_9_car_aggr2.5,36011.75,lane_entry_B,lane_exit_A,36155.31,16.55,car_aggr2
r_and_alt_1_9_small_truck.1,36113.95,lane_entry_B,lane_exit_A,36243.61,19.28,small_truck
r_and_alt_1_9_car_aggr2.6,36497.98,lane_entry_B,lane_exit_A,36678.36,13.96,car_aggr2
r_and_alt_1_9_car_aggr3.7,36502.49,lane_entry_B,lane_exit_A,36682.6,14.21,car_aggr3
r_and_alt_1_9_car_aggr3.8,36506.82,lane_entry_B,lane_exit_A,36686.9,14.07,car_aggr3
r_and_alt_1_9_big_truck.1,36785.66,lane_entry_B,lane_exit_A,36944.06,15.78,big_truck
r_and_alt_1_9_car_aggr2.7,36791.51,lane_entry_B,lane_exit_A,36949.29,14.99,car_aggr2
r_and_alt_1_9_small_truck.2,36795.03,lane_entry_B,lane_exit_A,36952.84,16.2,small_truck
r_and_alt_1_9_motorbike.0,36849.93,lane_entry_B,lane_exit_A,36986.05,17.76,motorbike
r_and_alt_1_10_car_aggr5.0,36990.41,lane_entry_B,lane_exit_A,37097.37,23.69,car_aggr5
r_and_alt_1_10_small_truck.0,37224.62,lane_entry_B,lane_exit_A,37366.18,17.57,small_truck
r_and_alt_1_10_car_aggr3.0,37229.01,lane_entry_B,lane_exit_A,37370.37,17.65,car_aggr3
r_and_alt_1_10_car_aggr4.0,37664.01,lane_entry_B,lane_exit_A,37807.13,16.55,car_aggr4
